Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,62,Health Care and Social Assistance,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,56,Administrative and Support and Waste Management and Remediation Services,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,72,Accommodation and Food Services,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,11,"Agriculture, Forestry, Fishing and Hunting",TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,71,"Arts, Entertainment, and Recreation",TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,23,Construction,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,61,Educational Services,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,51,Information,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,55,Management of Companies and Enterprises,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,31-33,Manufacturing,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,52,Finance and Insurance,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,21,"Mining, Quarrying, and Oil and Gas Extraction",TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,81,Other Services (except Public Administration),TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,54,"Professional, Scientific, and Technical Services",TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,92,Public Administration,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,53,Real Estate and Rental and Leasing,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,44-45,Retail Trade,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,48-49,Transportation and Warehousing,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,42,Wholesale Trade,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2023Q2,22,Utilities,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2023Q2,E1,Less than High school,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2023Q2,E2,"High school or equivalent, no college",TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2023Q2,E3,Some college or Associate degree,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2023Q2,E4,Bachelor's degree or advanced degree,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Gender,2023Q2,1,Male,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Gender,2023Q2,2,Female,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Gender All,2023Q2,TBD,All,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2023Q2,E5,Educational attainment not available (workers aged 24 or younger),TBD,
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education All,2023Q2,E0,All Education Categories,TBD
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q1,72,Accommodation and Food Services,1883
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q1,72,Accommodation and Food Services,2145
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q1,72,Accommodation and Food Services,1867
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q1,72,Accommodation and Food Services,2020
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q1,72,Accommodation and Food Services,2080
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q1,72,Accommodation and Food Services,2499
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q1,72,Accommodation and Food Services,2094
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2022Q1,72,Accommodation and Food Services,2462
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q2,72,Accommodation and Food Services,2230
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q2,72,Accommodation and Food Services,2113
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q2,72,Accommodation and Food Services,2005
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q2,72,Accommodation and Food Services,2244
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q2,72,Accommodation and Food Services,2367
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q2,72,Accommodation and Food Services,1745
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2022Q2,72,Accommodation and Food Services,2813
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q3,72,Accommodation and Food Services,2032
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q2,72,Accommodation and Food Services,2675
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q3,72,Accommodation and Food Services,2149
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q3,72,Accommodation and Food Services,2142
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q3,72,Accommodation and Food Services,2329
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q3,72,Accommodation and Food Services,2313
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q3,72,Accommodation and Food Services,2139
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q3,72,Accommodation and Food Services,2708
