Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2015Q1,72,Accommodation and Food Services,2031
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2016Q1,72,Accommodation and Food Services,2192
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2017Q1,72,Accommodation and Food Services,2399
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2018Q1,72,Accommodation and Food Services,2421
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2019Q1,72,Accommodation and Food Services,2446
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2020Q1,72,Accommodation and Food Services,2915
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2021Q1,72,Accommodation and Food Services,2378
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2022Q1,72,Accommodation and Food Services,3081
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2015Q2,72,Accommodation and Food Services,2082
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2016Q2,72,Accommodation and Food Services,2171
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2018Q2,72,Accommodation and Food Services,2309
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2017Q2,72,Accommodation and Food Services,2230
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2019Q2,72,Accommodation and Food Services,2367
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2020Q2,72,Accommodation and Food Services,1931
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2021Q2,72,Accommodation and Food Services,2710
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2022Q2,72,Accommodation and Food Services,2912
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2015Q3,72,Accommodation and Food Services,2254
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2016Q3,72,Accommodation and Food Services,2349
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2017Q3,72,Accommodation and Food Services,2311
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2018Q3,72,Accommodation and Food Services,2318
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2019Q3,72,Accommodation and Food Services,2464
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2020Q3,72,Accommodation and Food Services,2472
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2021Q3,72,Accommodation and Food Services,2856
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2022Q3,72,Accommodation and Food Services,0
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2015Q4,72,Accommodation and Food Services,2165
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2016Q4,72,Accommodation and Food Services,2231
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2017Q4,72,Accommodation and Food Services,2312
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2018Q4,72,Accommodation and Food Services,2375
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2019Q4,72,Accommodation and Food Services,2450
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2020Q4,72,Accommodation and Food Services,2579
